"FileSystemObjectType";"Id";"Title";"Reduction";"Description";"URLExternal";"ClassSystem";"BusinessGroup";"CategorySystem";"ShortDescArch";"Requirements";"Resiliency";"DisasterRecovery";"BusinessOwnerId";"ITOwnerId";"SysVendor";"TicketStatus";"OperationStatus";"Comment";"ContentTypeId";"OData__x0417__x0430__x043f__x0438__x04";"Link";"OData__x0417__x0430__x043f__x0438__x040";"Links";"OData__x041f__x0440__x043e__x0432__x04";"OData__x0414__x043e__x043a__x0443__x04";"OData__x0414__x0435__x0440__x0436__x04Id";"OData__x0426__x041a__x002f__x0421__x04";"OData__x041f__x0435__x0440__x0441__x04";"OData__x0412__x043b__x0438__x044f__x04";"OData__x0421__x0438__x0441__x0442__x04";"OData__x0418__x043d__x0442__x0435__x04";"OData__x0412__x0440__x0435__x043c__x04";"contractCodeId";"contractCodeText";"contract";"OData__x0422__x0438__x043f__x0020__x04";"OData__x0422__x0438__x043f__x0020__x040";"OData__x041f__x043b__x0430__x043d__x04";"OData__x041e__x0441__x043d__x043e__x04";"OData__x0414__x043e__x043f__x043e__x04";"OData__x041f__x0440__x0438__x043d__x04";"OData__x0420__x0435__x0433__x0438__x04";"OData__x041f__x043b__x0430__x043d__x00";"OData__x041a__x043e__x0440__x043e__x04";"Modified";"Created";"AuthorId";"EditorId";"OData__UIVersionString";"Attachments";"GUID"
"System.Xml.XmlElement";"System.Object[]";"СОРМ-538 Ядро";"Ядро";"СОРМ система ""Ядро"" рамках Постановление Правительства №538. В нем и биллинговые данные, и данные по трафику голосовому и GPRS, и данные по платежам";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"Oracle DB";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Ай-Теко""";"Оказывается";"Пром. эксплуатация";"Съемник IP трафика на каждом PScore.
Исходные CDR собираются в Ростове-на-Дону и перераспределяются по PSCore по региональному признаку.
Данные резервируются с применением технологии NetApp MetroCluster.
Изменение названия системы с СОРМ-538 на СОРМ-538 Ядро по результату аудита 2020";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Outsource";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Ай-Теко""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"Российское";"System.Xml.XmlElement";"System.Xml.XmlElement";"PLV3";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"21.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"SMSC";"SMSC";"SMS-центр - платформа для организации SMS сервиса";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"Проприетарная архитектура вендора";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Российское";"System.Xml.XmlElement";"System.Xml.XmlElement";"SMSC";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"9.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"USSDC";"USSDC";"Платформа для обработки USSD трафика";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"C++, PL/SQL";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Платформа (PaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Российское";"System.Xml.XmlElement";"System.Xml.XmlElement";"USSD";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"11.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"MMSC";"MMSC";"Платформа для организации MMS сервиса";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"Решение построено с использованием множества компонент и программных технологий";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Mavenir";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Mavenir";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"MMSC";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"15.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Certificate Authority";"CERT-A";"Центр выдачи SSL сертификатов";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"4 - Вспомогательная система";"Microsoft";"Нет";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Microsoft, покупается через ""Softline""";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"IT-Infra";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Средства криптографической защиты информации и электронной подписи (1.14)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"SEC";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"13.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Mediation Device";"MD";"Платформа взаимодействия и управлением из биллинговых систем внешними для биллинговых систем устройствами включая управление HLR для провижионинга услуг.
Вкючает в себя RMON (Request monitor) - составляющая часть MD";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"Oracle PL/SQL процедуры";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Платформа (PaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Отечественное";"АСР IN@Voice, № 3060 от 14.03.2017";"System.Xml.XmlElement";"MD";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"13.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"WSUS";"WSUS";"Cервер обновлений операционных систем и продуктов Microsoft";"System.Xml.XmlElement";"IT приложение";"System.Xml.XmlElement";"System.Xml.XmlElement";"Microsoft";"8х5";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Microsoft, покупается через ""Softline""";"Не оказывается";"Не используется";"Выеден из эксплуатации и заменен на фунционал SCCM";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"с 00:00 до 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"3.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"WAP GW";"WAP GW";"WAP шлюз";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"Комплексная архитектура решения";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Mavenir";"Не оказывается";"Не используется";"Смена статуса по результату аудита 2020
система выведена из эксплуатации по SR04865216";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Mavenir";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"WAP";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"13.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"VoIP";"VoIP";"Пилотное решение по предоставлению VoIP сервисов клиентам на базе внешней хостинговой платформы Teligent";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"3 - Важная система";"Проприетарная технология вендора";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Teligent";"Не оказывается";"Не используется";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"1.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Enterprise Service Bus";"ESB";"Сервисная шина предприятия (англ. enterprise service bus, ESB) — связующее программное обеспечение, обеспечивающее централизованный и унифицированный событийно-ориентированный обмен сообщениями между различными информационными системами на принципах сервис-ориентированной архитектуры";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"Проприетарная вендора";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ESB";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"АСУ";"Платформа (PaaS)";"System.Xml.XmlElement";"Серверное и связующее программное обеспечение (3.10)";"System.Xml.XmlElement";"Отечественное";"Real-Time Integration Suite, № 5746 от 20.09.2019";"System.Xml.XmlElement";"ESB";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"11.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"EXPERA (ASSP)";"ASSP";"Платформа дозвона до абонентов и коммутации вызовов. Используется для услуги USSD CallBack Roaming";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"Серверы приложений C++";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Пром. эксплуатация";"Только в Питере на площадке MSC";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Платформа (PaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Отечественное";"EXPERA, Запись в реестре №9997 от 02.04.2021";"System.Xml.XmlElement";"ASSP";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"17.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"EXPERA (BRGW)";"BRGW";"Платформа для изменения сигнальных сообщений для возможности использовать IMSI Теле2 Швеция. Используется для услуги USSD CallBack Roaming";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"Серверы приложений C++";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Не используется";"Система выведена из эксплуатации в 2020 году, но SR05260869";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Платформа (PaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Отечественное";"EXPERA, Запись в реестре №9997 от 02.04.2021";"System.Xml.XmlElement";"BRGW";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"19.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"EXPERA (CCBR)";"CCBR";"Платформа для предоставления CAMEL callback роуминга";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"3 - Важная система";"Сервер приложений C++, Oracle PL/SQL";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Не используется";"Смена статуса SR04946934
выведена из использования по SR05068508";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Платформа (PaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Отечественное";"EXPERA, Запись в реестре №9997 от 02.04.2021";"System.Xml.XmlElement";"CCBR";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"21.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"EXPERA (IN STP)";"Bercut STP";"Организация он-лайн тарификации телефонии, ussd, sms";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"Oracle PL/SQL, C++";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Пром. эксплуатация";"Непосредсвенно работает с STP HP";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Отечественное";"EXPERA, Запись в реестре №9997 от 02.04.2021";"System.Xml.XmlElement";"STP";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"13.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"External Rate system (TAR@SCP)";"TAR-SCP";"Cистема внешней тарификации, TAR@SCP";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"Сервер приложений C++, Oracle PL/SQL";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Отечественное";"АСР IN@Voice, № 3060 от 14.03.2017";"System.Xml.XmlElement";"TAR";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"11.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Camel GW";"CGW";"IN-платформа, обеспечивающая организацию он-лайн тарификации телефонии, USSD, SMS";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"Oracle PL/SQL, C++";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Пром. эксплуатация";"Переименован из EXPERA (IN Platform) по
ЗНИ 66475: Изменение IT-ландшафта для приложений ЦК ПиР";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Платформа (PaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Отечественное";"EXPERA, Запись в реестре №9997 от 02.04.2021";"System.Xml.XmlElement";"CGW";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"19.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
